"Family","Species","species","k_m","k_sd","Qc_m","Qc_sd","Qn_m","Qn_sd","Qp_m","Qp_sd","Dc_m","Dc_sd","Dn_m","Dn_sd","Dp_m","Dp_sd","trophic_guild_predicted","alpha_m","alpha_sd","f0_m","f0_sd","theta_m","lwa_m","lwa_sd","lwb_m","lwb_sd","h_m","r_m","v_m","linf_m","F0nz_m","F0nz_sd","F0pz_m","F0pz_sd","ac_m","an_m","ap_m"
"Chaetodontidae","Chaetodon auriga","Chaetodon_auriga",0.409771416660557,0.0647850396770004,37.6646540487882,0.755220743479856,9.24219499904854,0.220207314118726,4.72637037209426,0.212459696601084,29.8794332061022,3.10690803378555,4.61241321623766,0.501253460301104,0.744123176254572,0.132316923974558,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02512,0.0070765306122449,2.99,0.0663265306122448,3.41000005722046,2.4299,29,23,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon auripes","Chaetodon_auripes",0.418443175910829,0.0645977826541236,37.6617015330788,0.727890987871836,9.26121528639636,0.214425403913583,4.71227714970549,0.207410695591635,35.1848670646133,1.86940672134372,5.83984760119366,0.408769189744186,0.84785627575296,0.116465295972165,3,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.5,2.95762,25,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon austriacus","Chaetodon_austriacus",0.633921508268258,0.114576065851749,36.552971861607,0.540797448412214,9.1320538987529,0.159400764344482,4.94101735948372,0.146853121712273,37.16981208918,1.78419082145779,6.30070258647988,0.432491758900854,0.884818108593498,0.125518296333493,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.34,2.54281,24,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon austriacus","Chaetodon_austriacus",0.675953703814495,0.120914414690895,36.552971861607,0.540797448412214,9.1320538987529,0.159400764344482,4.94101735948372,0.146853121712273,37.16981208918,1.78419082145779,6.30070258647988,0.432491758900854,0.884818108593498,0.125518296333493,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.34,2.54281,27,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.428293312203133,0.128007379586706,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00236201516889546,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,22,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.446451264851044,0.131171460673132,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,24,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.455926270033101,0.133182380940103,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,25,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.465677073322406,0.135509949404353,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,26,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.475712923858471,0.138177489074467,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,27,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.486043419164261,0.141208345579051,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,28,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.496678519515405,0.144625742876949,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,29,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon baronessa","Chaetodon_baronessa",0.507628562949545,0.148452667990785,36.8252021508739,0.435006090425427,9.16264048111151,0.126469435959688,4.90826495530154,0.116226984422397,37.8331155001576,1.85167170914427,6.45700307675875,0.453759506213252,0.901332716340059,0.132073159361194,3,0.763456026677273,0.0343649088289402,0.00435572518606546,0.000418812936399542,1.49251893742442,0.02344,0.0105408163265306,3,0.0816326530612246,3.34,3.00189,30,16,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.3576369577785,0.0669247592781112,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.0021829509152857,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,21,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.380707664930671,0.0671497468529874,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,24,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.388848922843184,0.0678653224915246,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,25,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.397228342341532,0.0689611935724242,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,26,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.405853943912863,0.0704698591154412,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,27,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.414734051448754,0.0724199795732306,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,28,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon bennetti","Chaetodon_bennetti",0.423877304814884,0.0748357250741959,37.557026952837,0.344051541291702,9.14027895346393,0.0988743545083305,4.63818335188688,0.0953054381558202,37.7351011508255,1.81894865963041,6.45033823784109,0.445226415506428,0.902677389111357,0.129752193126896,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02239,0.00742857142857143,2.98,0.0714285714285715,3.06,2.416935,29,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon capistratus","Chaetodon_capistratus",0.904247076996527,0.168111357504691,38.9401050551853,0.429736439961789,9.09994312162453,0.126944306994484,4.28621910166713,0.120110252123345,36.9790805881379,1.77747734136785,6.25876091883866,0.428484604931467,0.882630183561465,0.124288808160867,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02512,0.00703061224489796,3.09,0.0663265306122451,3.43,2.828455,27,7.5,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon capistratus","Chaetodon_capistratus",0.924011031070455,0.172345548751275,38.9401050551853,0.429736439961789,9.09994312162453,0.126944306994484,4.28621910166713,0.120110252123345,36.9790805881379,1.77747734136785,6.25876091883866,0.428484604931467,0.882630183561465,0.124288808160867,3,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02512,0.00703061224489796,3.09,0.0663265306122451,3.43,2.828455,28,7.5,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.583967767911028,0.148095742206778,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.0021829509152857,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,21,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.596123876170116,0.149036960032309,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.00236201516889546,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,22,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.62149841330003,0.152093114018798,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,24,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.634740468225427,0.154284201763452,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,25,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.648368868099971,0.156968045677899,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,26,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.662396558073716,0.160181900972949,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,27,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.676836969798933,0.163961805525345,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,28,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon citrinellus","Chaetodon_citrinellus",0.691704041416545,0.168342205409758,36.1299745375999,0.514552425853213,9.11381480507117,0.148585608867362,4.61976524264765,0.135336168962716,36.8175328700627,1.74298495715308,6.2292859913678,0.417386726319396,0.876465931319056,0.120959116194704,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02291,0.00675,2.95,0.0663265306122448,3.25,2.14298666666667,29,13,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon collare","Chaetodon_collare",0.494653329859497,0.0774205469457751,37.6086039147186,0.753045194679522,9.29690124078124,0.226009174500611,4.70635846715463,0.217169924033382,34.3122306148305,2.02675163065371,5.60110643822337,0.417417560495219,0.822155585142279,0.117041704289314,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.42,2.76044,29,18,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon decussatus","Chaetodon_decussatus",0.427467654117179,0.0655572589597575,37.7333085788626,0.851248071723158,9.15669923163266,0.239045093204736,4.7459923432303,0.223802138700302,33.5204115737396,2.16621015447311,5.42920886729703,0.420187683549886,0.809416004035118,0.116419350458633,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.01318,0.00467857142857143,2.89,0.0765306122448979,2.64,2.66998,26,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon decussatus","Chaetodon_decussatus",0.456167592375068,0.0714704967944611,37.7333085788626,0.851248071723158,9.15669923163266,0.239045093204736,4.7459923432303,0.223802138700302,33.5204115737396,2.16621015447311,5.42920886729703,0.420187683549886,0.809416004035118,0.116419350458633,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.01318,0.00467857142857143,2.89,0.0765306122448979,2.64,2.66998,29,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.282062675321756,0.0493986363929382,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.0021829509152857,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,21,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.287963455060245,0.0491131954093022,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.00236201516889546,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,22,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.300281950284108,0.0492348708530307,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,24,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.306711210227847,0.0497064236526847,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,25,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.313328536227844,0.050492748880636,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,26,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.320140256184192,0.0516211643253299,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,27,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.327152936871478,0.0531150047606115,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,28,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon ephippium","Chaetodon_ephippium",0.334373393805055,0.0549930225624841,38.0461243994792,0.427126979405505,9.14409278600542,0.121473770119988,4.5421623071078,0.11939898901491,37.198664464039,1.73757157102558,6.39706058846746,0.419033489913651,0.909080350101907,0.122642808391495,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02239,0.00725510204081632,3.02,0.0714285714285715,3.01,2.21374,29,30,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon falcula","Chaetodon_falcula",0.427467654117179,0.0655572589597575,37.7294949400801,0.869706898992098,9.14980471549415,0.243771914200509,4.74860773316907,0.227368351938487,35.746833374392,1.83109721218591,5.96882279838924,0.415457567098612,0.85912961119778,0.119155249736155,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.5,2.88876,26,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon falcula","Chaetodon_falcula",0.436757191340568,0.0670013719533568,37.7294949400801,0.869706898992098,9.14980471549415,0.243771914200509,4.74860773316907,0.227368351938487,35.746833374392,1.83109721218591,5.96882279838924,0.415457567098612,0.85912961119778,0.119155249736155,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.5,2.88876,27,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon falcula","Chaetodon_falcula",0.446320740207913,0.0689637382104611,37.7294949400801,0.869706898992098,9.14980471549415,0.243771914200509,4.74860773316907,0.227368351938487,35.746833374392,1.83109721218591,5.96882279838924,0.415457567098612,0.85912961119778,0.119155249736155,3,0.763456026677273,0.0343649088289402,0.0037492106179345,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.5,2.88876,28,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon falcula","Chaetodon_falcula",0.456167592375068,0.0714704967944611,37.7294949400801,0.869706898992098,9.14980471549415,0.243771914200509,4.74860773316907,0.227368351938487,35.746833374392,1.83109721218591,5.96882279838924,0.415457567098612,0.85912961119778,0.119155249736155,3,0.763456026677273,0.0343649088289402,0.00404210803447859,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.5,2.88876,29,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon fasciatus","Chaetodon_fasciatus",0.380765979051762,0.0598411388261312,37.7486569740698,0.789970013004448,9.18064742646543,0.22354673741803,4.72698669960695,0.211990602924654,31.4961188746417,2.6476880339956,4.97776315594339,0.453927302029067,0.774545815679254,0.121966987407863,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.34,2.789365,24,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon fasciatus","Chaetodon_fasciatus",0.405939601853018,0.0626005232042497,37.7486569740698,0.789970013004448,9.18064742646543,0.22354673741803,4.72698669960695,0.211990602924654,31.4961188746417,2.6476880339956,4.97776315594339,0.453927302029067,0.774545815679254,0.121966987407863,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02291,0.0118367346938776,3.01,0.0867346938775512,3.34,2.789365,27,22,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon flavirostris","Chaetodon_flavirostris",0.384827929786342,0.0647456410349328,37.7434327610703,0.81718316274336,9.17088991132889,0.230357565382453,4.73566240749143,0.217173093394307,31.2384000646435,2.7314618336326,4.8809098092307,0.464926973897158,0.759874118249427,0.124170480087829,3,0.763456026677273,0.0343649088289402,0.0021829509152857,0.000418812936399542,1.49251893742442,0.02455,0.00692857142857143,3.05,0.0663265306122451,2.98,2.79653,21,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon flavirostris","Chaetodon_flavirostris",0.392875376255023,0.0642045256221198,37.7434327610703,0.81718316274336,9.17088991132889,0.230357565382453,4.73566240749143,0.217173093394307,31.2384000646435,2.7314618336326,4.8809098092307,0.464926973897158,0.759874118249427,0.124170480087829,3,0.763456026677273,0.0343649088289402,0.00236201516889546,0.000418812936399542,1.49251893742442,0.02455,0.00692857142857143,3.05,0.0663265306122451,2.98,2.79653,22,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon flavirostris","Chaetodon_flavirostris",0.409675129681624,0.0640828491553627,37.7434327610703,0.81718316274336,9.17088991132889,0.230357565382453,4.73566240749143,0.217173093394307,31.2384000646435,2.7314618336326,4.8809098092307,0.464926973897158,0.759874118249427,0.124170480087829,3,0.763456026677273,0.0343649088289402,0.00276101498692847,0.000418812936399542,1.49251893742442,0.02455,0.00692857142857143,3.05,0.0663265306122451,2.98,2.79653,24,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon flavirostris","Chaetodon_flavirostris",0.418443175910829,0.0645977826541236,37.7434327610703,0.81718316274336,9.17088991132889,0.230357565382453,4.73566240749143,0.217173093394307,31.2384000646435,2.7314618336326,4.8809098092307,0.464926973897158,0.759874118249427,0.124170480087829,3,0.763456026677273,0.0343649088289402,0.00298277690245984,0.000418812936399542,1.49251893742442,0.02455,0.00692857142857143,3.05,0.0663265306122451,2.98,2.79653,25,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon flavirostris","Chaetodon_flavirostris",0.427467654117179,0.0655572589597575,37.7434327610703,0.81718316274336,9.17088991132889,0.230357565382453,4.73566240749143,0.217173093394307,31.2384000646435,2.7314618336326,4.8809098092307,0.464926973897158,0.759874118249427,0.124170480087829,3,0.763456026677273,0.0343649088289402,0.00322068657658205,0.000418812936399542,1.49251893742442,0.02455,0.00692857142857143,3.05,0.0663265306122451,2.98,2.79653,26,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
"Chaetodontidae","Chaetodon flavirostris","Chaetodon_flavirostris",0.436757191340568,0.0670013719533568,37.7434327610703,0.81718316274336,9.17088991132889,0.230357565382453,4.73566240749143,0.217173093394307,31.2384000646435,2.7314618336326,4.8809098092307,0.464926973897158,0.759874118249427,0.124170480087829,3,0.763456026677273,0.0343649088289402,0.00347579441788427,0.000418812936399542,1.49251893742442,0.02455,0.00692857142857143,3.05,0.0663265306122451,2.98,2.79653,27,20,0.0037,0.0046,0.00037,0.00051,0.8,0.8,0.7
